Date,Category,Likes,Shares,Reposts,Comments
2015-02-19,Music,8307,701,9,9109
2015-02-19,Fashion,7492,71,67,8172
2015-02-19,Family,9921,380,13,1265
2015-02-19,Music,8283,673,181,1544
2015-02-19,Music,2028,176,194,7144
2015-02-19,Family,3960,529,20,5828
2015-02-19,Family,6047,994,4,5636
2015-02-19,Culture,3050,22,29,145
2015-02-19,Culture,6764,727,180,9976
2015-02-19,Fitness,5042,916,134,5490
2015-02-19,Fitness,170,455,135,6045
2015-02-19,Culture,9334,335,105,7981
2015-02-19,Health,8972,286,53,8791
2015-02-20,Fitness,4985,656,175,1479
2015-02-20,Health,8289,981,132,1826
2015-02-20,Fitness,793,350,94,6016
2015-02-20,Travel,5381,316,112,9943
2015-02-20,Fitness,9651,863,171,5334
2015-02-20,Travel,973,458,45,3964
2015-02-20,Music,2809,961,193,6059
2015-02-20,Health,963,9,139,9468
2015-02-20,Food,6919,481,172,7600
2015-02-20,Health,6020,835,12,5640
2015-02-20,Culture,6250,254,105,1268
2015-02-20,Culture,1335,112,101,2191
2015-02-20,Music,2847,111,71,5196
2015-02-20,Fashion,5321,183,96,3154
2015-02-20,Travel,8449,944,117,9450
2015-02-20,Travel,1240,136,131,4220
2015-02-20,Fitness,454,896,171,7976
2015-02-20,Food,8249,473,73,7376
2015-02-20,Culture,9444,900,24,5129
2015-02-20,Fitness,2930,707,10,3156
2015-02-20,Family,8798,685,129,8096
2015-02-20,Health,6810,517,131,4927
2015-02-20,Health,1895,363,75,7564
2015-02-20,Family,5860,731,5,9874
2015-02-20,Health,3487,981,125,7241
2015-02-20,Family,5298,219,37,5309
2015-02-20,Music,9957,583,15,9761
2015-02-21,Fitness,6613,808,59,9253
2015-02-21,Food,6995,87,145,5128
2015-02-21,Health,1825,559,124,159
2015-02-21,Culture,6687,65,12,5019
2015-02-21,Culture,6673,636,51,6272
2015-02-21,Music,4354,630,37,9023
2015-02-21,Food,6256,576,115,1566
2015-02-21,Music,1907,279,171,7426
2015-02-21,Food,377,872,15,7153
2015-02-21,Travel,8782,860,138,3100
2015-02-21,Health,2386,895,147,7493
2015-02-21,Fashion,9346,959,55,4973
2015-02-21,Travel,1421,331,15,1211
2015-02-21,Food,2082,871,24,4559
2015-02-21,Music,6592,215,42,5970
2015-02-21,Health,6701,253,21,5888
2015-02-21,Fitness,7646,529,13,7812
2015-02-21,Fashion,8912,688,114,1274
2015-02-21,Travel,3218,314,156,4727
2015-02-21,Family,832,82,87,9689
2015-02-21,Music,9784,212,11,3495
2015-02-21,Food,4860,781,182,7139
2015-02-21,Music,8493,169,56,1608
2015-02-21,Music,7737,868,154,208
2015-02-21,Food,5219,107,160,275
2015-02-21,Fitness,6298,993,66,8624
2015-02-21,Travel,5189,837,72,3422
2015-02-21,Travel,753,599,108,6428
2015-02-22,Travel,4798,552,75,2372
2015-02-22,Music,64,911,131,6995
2015-02-22,Culture,9049,377,192,8754
2015-02-22,Fitness,8621,733,124,2678
2015-02-22,Health,5850,751,157,3754
2015-02-22,Fitness,8431,572,160,2729
2015-02-22,Music,4407,177,177,1215
2015-02-22,Fitness,6135,827,122,1953
2015-02-22,Travel,4349,84,102,5138
2015-02-22,Health,7938,549,190,943
2015-02-22,Food,2644,897,183,4268
2015-02-22,Fashion,594,380,79,714
2015-02-22,Travel,2476,759,11,3065
2015-02-22,Culture,2321,262,42,4688
2015-02-22,Food,9018,372,154,2121
2015-02-22,Music,5521,262,184,8082
2015-02-22,Culture,3134,752,95,7587
2015-02-22,Family,3476,171,24,9543
2015-02-22,Fitness,9009,984,140,6944
2015-02-22,Music,6359,368,153,7288
2015-02-22,Health,6982,10,54,367
2015-02-22,Food,9809,370,111,8103
2015-02-22,Food,5636,791,162,6609
2015-02-22,Travel,861,718,194,392
2015-02-22,Fashion,3129,370,59,7223
2015-02-22,Fashion,4686,733,89,5901
2015-02-22,Travel,9546,134,60,8980
2015-02-23,Culture,3435,245,142,4331
2015-02-23,Family,1062,570,52,9834
2015-02-23,Travel,5176,253,153,9128
2015-02-23,Fashion,8420,5,145,4603
2015-02-23,Family,2333,208,101,4101
2015-02-23,Fashion,5458,878,19,1528
2015-02-23,Family,3646,757,69,4415
2015-02-23,Travel,3575,626,144,902
2015-02-23,Fitness,3842,213,140,6846
2015-02-23,Travel,6357,512,48,7291
2015-02-23,Travel,3788,345,33,1246
2015-02-23,Food,3571,807,44,2360
2015-02-23,Health,3124,544,189,6794
2015-02-23,Travel,8063,569,74,7392
2015-02-23,Food,8695,97,34,4161
2015-02-23,Travel,545,561,3,7221
2015-02-23,Fitness,4730,40,30,2372
2015-02-23,Culture,7393,694,56,4135
2015-02-23,Travel,77,455,12,9324
2015-02-23,Fashion,7581,573,192,4837
2015-02-23,Food,1378,571,180,8009
2015-02-23,Music,3741,319,33,241
2015-02-23,Family,1547,977,29,6366
2015-02-23,Travel,6742,168,130,1960
2015-02-23,Fashion,363,278,175,1029
2015-02-23,Food,1310,505,39,5640
2015-02-23,Food,627,601,37,857
2015-02-24,Fitness,7444,251,185,3501
2015-02-24,Travel,2661,715,184,3890
2015-02-24,Fitness,2380,653,32,1066
2015-02-24,Family,8142,917,83,5426
2015-02-24,Culture,8941,943,151,8237
2015-02-24,Health,1094,934,51,9737
2015-02-24,Family,1208,931,62,2323
2015-02-24,Fitness,3219,617,47,2586
2015-02-24,Food,4913,920,148,1521
2015-02-24,Music,9856,611,4,2728
2015-02-24,Culture,6160,127,187,1085
2015-02-24,Food,3751,962,3,3870
2015-02-24,Fitness,4798,592,35,1380
2015-02-24,Fitness,6618,90,66,7421
2015-02-24,Travel,6685,249,149,2186
2015-02-24,Travel,5758,360,122,0
2015-02-24,Travel,3281,68,197,5150
2015-02-24,Fashion,1104,829,10,6157
2015-02-24,Travel,8003,774,162,4502
2015-02-24,Family,9995,424,182,7264
2015-02-24,Fashion,2518,641,146,4096
2015-02-24,Food,5727,972,180,876
2015-02-24,Health,9646,7,20,4714
2015-02-24,Health,3102,505,54,6507
2015-02-24,Music,6118,877,103,1939
2015-02-24,Fashion,9196,916,168,756
2015-02-24,Fashion,6091,135,98,36
2015-02-24,Music,5973,634,30,4499
2015-02-25,Fitness,3671,861,164,240
2015-02-25,Family,1362,641,188,2986
2015-02-25,Food,1011,282,3,2107
2015-02-25,Health,5745,989,53,4397
2015-02-25,Travel,8911,260,100,4454
2015-02-25,Health,8220,814,115,8761
2015-02-25,Music,1256,684,92,6487
2015-02-25,Travel,5927,898,87,6137
2015-02-25,Fitness,1136,37,115,5381
2015-02-25,Travel,4966,84,173,5142
2015-02-25,Fitness,2953,640,125,9633
2015-02-25,Fashion,9589,615,125,4081
2015-02-25,Family,3418,707,176,4308
2015-02-25,Family,2132,250,160,8545
2015-02-25,Travel,9994,66,36,6838
2015-02-25,Music,5911,988,161,3773
2015-02-25,Family,1692,893,119,7210
2015-02-25,Culture,5444,162,96,8691
2015-02-25,Travel,8488,205,126,7473
2015-02-25,Travel,5645,436,6,6831
2015-02-25,Fashion,6163,223,127,3772
2015-02-25,Travel,4260,587,2,1464
2015-02-25,Family,6006,285,79,69
2015-02-25,Fitness,785,666,146,2599
2015-02-25,Travel,9092,629,72,9805
2015-02-25,Culture,4951,551,174,9025
2015-02-25,Fitness,1666,546,49,3471
2015-02-26,Music,7409,790,176,7684
2015-02-26,Health,600,598,197,9997
2015-02-26,Health,7388,20,155,6447
2015-02-26,Food,2509,980,113,2147
2015-02-26,Culture,4365,144,97,8310
2015-02-26,Health,6163,616,152,7175
2015-02-26,Family,9668,478,197,6094
2015-02-26,Travel,7159,51,155,5836
2015-02-26,Fashion,4703,943,76,27
2015-02-26,Fitness,6366,780,84,6668
2015-02-26,Food,8036,276,14,2038
2015-02-26,Fashion,8090,574,142,8400
2015-02-26,Fashion,5945,208,121,1136
2015-02-26,Fashion,606,175,65,4660
2015-02-26,Culture,8269,539,179,6388
2015-02-26,Health,7325,166,134,4915
2015-02-26,Travel,841,173,94,9313
2015-02-26,Fashion,7974,551,140,806
2015-02-26,Food,9899,519,27,3001
2015-02-26,Travel,3438,396,39,5290
2015-02-26,Health,6197,302,36,3099
2015-02-26,Travel,962,916,91,9736
2015-02-26,Travel,1655,186,184,2833
2015-02-26,Family,5445,592,64,2712
2015-02-26,Family,2178,453,64,5351
2015-02-26,Travel,7506,981,48,6090
2015-02-26,Health,3481,986,52,2099
2015-02-26,Health,2300,752,50,7894
2015-02-27,Travel,7013,437,194,9162
2015-02-27,Fashion,6568,586,150,3403
2015-02-27,Fitness,8298,596,142,7717
2015-02-27,Food,2140,580,81,2811
2015-02-27,Fashion,9171,414,129,3767
2015-02-27,Family,478,731,17,786
2015-02-27,Family,2279,491,113,1806
2015-02-27,Travel,1643,444,23,3619
2015-02-27,Fitness,1340,329,63,1953
2015-02-27,Food,5631,583,134,4867
2015-02-27,Fashion,1511,836,137,3029
2015-02-27,Culture,7200,670,51,2035
2015-02-27,Health,6737,239,54,4101
2015-02-27,Travel,2271,223,140,857
2015-02-27,Travel,3975,145,196,9323
2015-02-27,Fashion,4374,581,32,2078
2015-02-27,Culture,8842,578,195,5284
2015-02-27,Family,6191,774,33,7548
2015-02-27,Health,6623,991,36,8140
2015-02-27,Travel,6990,53,128,8197
2015-02-27,Travel,3089,142,144,2538
2015-02-27,Family,7148,390,142,6148
2015-02-27,Fashion,2740,291,186,4324
2015-02-27,Family,7110,228,76,1764
2015-02-27,Culture,562,638,13,3501
2015-02-27,Culture,9679,402,2,5869
2015-02-27,Music,7162,900,126,4640
2015-02-28,Culture,3555,695,41,64
2015-02-28,Family,4804,582,187,678
2015-02-28,Fitness,1350,638,19,4896
2015-02-28,Culture,9241,612,193,4675
2015-02-28,Music,9660,998,82,1964
2015-02-28,Health,4868,213,187,2049
2015-02-28,Music,4728,527,44,8072
2015-02-28,Family,1858,785,79,1009
2015-02-28,Travel,7627,438,21,8286
2015-02-28,Culture,5793,878,19,8073
2015-02-28,Music,6113,831,82,573
2015-02-28,Music,5451,261,196,7742
2015-02-28,Music,1204,102,130,1849
2015-02-28,Fashion,7618,862,197,2979
2015-02-28,Health,4107,638,131,8857
2015-02-28,Health,8905,28,30,2805
2015-02-28,Fashion,3370,298,195,6432
2015-02-28,Culture,2511,758,118,8011
2015-02-28,Culture,7150,298,164,3507
2015-02-28,Family,6618,553,143,9263
2015-02-28,Music,5496,308,81,5238
2015-02-28,Fitness,7028,167,119,6470
2015-02-28,Travel,5239,695,62,6314
2015-02-28,Fashion,2626,921,34,8193
2015-02-28,Food,4115,426,160,8806
2015-02-28,Family,7301,281,3,7786
2015-02-28,Fashion,3424,84,101,2081
2015-03-01,Food,2678,404,40,6847
2015-03-01,Food,7891,748,34,8334
2015-03-01,Culture,4870,876,115,1043
2015-03-01,Food,9972,453,12,9597
2015-03-01,Health,746,341,14,8545
2015-03-01,Music,9101,881,182,2981
2015-03-01,Family,2783,496,168,8610
2015-03-01,Culture,7927,846,114,2383
2015-03-01,Health,2349,969,60,9276
2015-03-01,Health,5135,238,156,4602
2015-03-01,Family,3709,371,82,2907
2015-03-01,Health,3895,797,82,2235
2015-03-01,Fitness,4837,619,98,662
2015-03-01,Health,8550,598,81,5486
2015-03-01,Health,1850,621,34,5684
2015-03-01,Culture,3529,726,19,4023
2015-03-01,Food,2743,275,112,9103
2015-03-01,Music,1102,453,93,6585
2015-03-01,Family,1502,420,33,1347
2015-03-01,Family,1949,460,67,7948
2015-03-01,Fitness,2714,480,197,5820
2015-03-01,Culture,8606,66,2,9695
2015-03-01,Food,2359,200,185,7465
2015-03-01,Fashion,8981,604,76,2195
2015-03-01,Travel,9477,543,62,545
2015-03-01,Family,7845,464,161,5300
2015-03-01,Culture,252,588,110,5102
2015-03-01,Fashion,7292,127,61,3489
2015-03-02,Culture,5550,512,192,3448
2015-03-02,Health,8302,962,77,2080
2015-03-02,Family,7616,12,197,8343
2015-03-02,Music,7747,736,192,2310
2015-03-02,Music,635,304,88,9840
2015-03-02,Music,1130,585,92,7804
2015-03-02,Family,9808,609,13,9091
2015-03-02,Family,39,466,23,8409
2015-03-02,Fitness,3005,371,163,1830
2015-03-02,Family,2918,129,110,9412
2015-03-02,Culture,8678,211,167,9751
2015-03-02,Food,6522,178,173,6708
2015-03-02,Food,111,200,142,9824
2015-03-02,Health,8681,21,44,4287
2015-03-02,Family,6498,94,25,7264
2015-03-02,Music,8289,670,128,3317
2015-03-02,Food,2414,620,18,2868
2015-03-02,Health,926,50,139,4165
2015-03-02,Music,7662,0,166,5002
2015-03-02,Health,608,130,135,2776
2015-03-02,Food,8806,485,7,2586
2015-03-02,Culture,7737,924,47,9650
2015-03-02,Culture,3283,349,46,6535
2015-03-02,Health,2018,451,140,376
2015-03-02,Music,4153,179,160,2895
2015-03-02,Fitness,5176,580,184,4476
2015-03-02,Culture,5515,771,170,9040
2015-03-03,Culture,7608,953,27,1501
2015-03-03,Food,5693,130,81,6981
2015-03-03,Family,6552,237,155,9657
2015-03-03,Fashion,5687,397,144,7323
2015-03-03,Family,9967,195,81,749
2015-03-03,Travel,3652,616,16,580
2015-03-03,Culture,7536,484,112,3688
2015-03-03,Music,4896,790,177,7326
2015-03-03,Travel,8089,893,119,4573
2015-03-03,Travel,382,166,154,5614
2015-03-03,Fashion,1381,395,31,9481
2015-03-03,Fitness,2483,284,167,4715
2015-03-03,Culture,735,312,5,2751
2015-03-03,Culture,8389,114,15,7427
2015-03-03,Fitness,1789,471,68,4385
2015-03-03,Family,5712,548,64,9530
2015-03-03,Food,173,19,176,8007
2015-03-03,Culture,2574,444,104,3325
2015-03-03,Fashion,3434,737,33,5457
2015-03-03,Fashion,198,619,29,1688
2015-03-03,Travel,7374,339,2,8795
2015-03-03,Culture,6248,577,103,7685
2015-03-03,Health,7238,714,198,2050
2015-03-03,Travel,2157,278,122,558
2015-03-03,Health,3012,420,14,5073
2015-03-03,Fitness,1998,631,32,5828
2015-03-03,Family,1812,361,67,5904
2015-03-03,Travel,6174,678,144,2241
2015-03-04,Travel,1526,874,25,891
2015-03-04,Travel,3801,850,41,8913
2015-03-04,Music,9204,771,149,3164
2015-03-04,Culture,5921,812,96,96
2015-03-04,Music,7390,689,133,4648
2015-03-04,Fashion,5996,498,102,7114
2015-03-04,Culture,3007,214,197,2615
2015-03-04,Health,7202,838,22,8585
2015-03-04,Family,338,756,99,8836
2015-03-04,Music,2557,546,119,7578
2015-03-04,Family,545,680,178,6718
2015-03-04,Fitness,3482,64,136,2344
2015-03-04,Music,3229,688,6,4996
2015-03-04,Family,2570,880,192,8307
2015-03-04,Culture,4342,255,121,5923
2015-03-04,Music,402,912,154,9837
2015-03-04,Fashion,9464,330,39,9132
2015-03-04,Food,6835,136,84,7151
2015-03-04,Health,9585,799,109,5638
2015-03-04,Fashion,5254,555,67,6033
2015-03-04,Music,2749,71,65,612
2015-03-04,Culture,9032,983,182,2222
2015-03-04,Fashion,3669,201,113,726
2015-03-04,Fashion,4154,314,136,6445
2015-03-04,Food,3097,393,179,2680
2015-03-04,Food,8211,875,173,2344
2015-03-04,Culture,7945,324,120,4141
2015-03-05,Food,581,462,185,1087
2015-03-05,Fashion,5640,16,196,3962
2015-03-05,Music,3562,94,117,6850
2015-03-05,Travel,2129,250,50,1097
2015-03-05,Fashion,2476,362,57,2262
2015-03-05,Culture,1838,846,15,8452
2015-03-05,Family,646,819,175,5534
2015-03-05,Fitness,8776,19,192,7293
2015-03-05,Health,7709,965,88,7026
2015-03-05,Fitness,2857,592,184,9132
2015-03-05,Music,6647,359,27,4322
2015-03-05,Health,9390,676,163,9036
2015-03-05,Culture,2028,51,61,2351
2015-03-05,Culture,1442,201,69,7119
2015-03-05,Family,7755,157,119,1313
2015-03-05,Food,8257,372,68,8286
2015-03-05,Health,1038,588,113,78
2015-03-05,Fashion,2860,299,104,1760
2015-03-05,Food,5704,207,2,9887
2015-03-05,Travel,2925,683,187,6500
2015-03-05,Fashion,8818,83,81,7580
2015-03-05,Family,9750,371,122,5773
2015-03-05,Culture,8445,380,86,1004
2015-03-05,Fitness,9102,289,142,7331
2015-03-05,Health,7467,610,97,6462
2015-03-05,Health,6116,162,113,9675
2015-03-05,Culture,464,7,121,3865
2015-03-06,Food,50,251,92,9658
2015-03-06,Fitness,3940,950,175,4849
2015-03-06,Fashion,5582,131,97,9529
2015-03-06,Music,2081,847,156,5165
2015-03-06,Fashion,4460,2,193,5420
2015-03-06,Fitness,4260,585,195,4993
2015-03-06,Health,9578,506,108,6576
2015-03-06,Culture,4164,598,122,3123
2015-03-06,Travel,1414,419,110,6577
2015-03-06,Family,2569,52,99,3654
2015-03-06,Food,9778,430,108,1836
2015-03-06,Food,1405,306,73,1149
2015-03-06,Music,37,908,92,3106
2015-03-06,Fashion,3488,812,26,7479
2015-03-06,Travel,3272,353,42,8765
2015-03-06,Culture,8326,812,16,5476
2015-03-06,Culture,3542,866,3,9751
2015-03-06,Fitness,4847,999,7,3275
2015-03-06,Fitness,2488,19,89,669
2015-03-06,Health,1879,981,181,6204
2015-03-06,Travel,3298,784,199,3955
2015-03-06,Fashion,8232,633,192,8564
2015-03-06,Culture,9233,881,80,9175
2015-03-06,Culture,6354,84,68,446
2015-03-06,Travel,1527,716,37,9129
2015-03-06,Food,2604,219,2,6921
2015-03-06,Culture,9310,95,111,8516
2015-03-06,Health,2115,271,66,7940
2015-03-07,Music,2866,298,36,5184
2015-03-07,Family,7538,549,163,1661
2015-03-07,Music,8663,957,4,5406
2015-03-07,Music,8502,946,10,7554
2015-03-07,Travel,3609,188,60,2246
2015-03-07,Health,7169,56,51,1523
2015-03-07,Travel,3287,68,83,4769
2015-03-07,Health,7193,147,39,2408
2015-03-07,Culture,4536,747,67,2819
2015-03-07,Fitness,6189,800,191,3625
2015-03-07,Fitness,6300,172,36,107
2015-03-07,Health,2879,602,198,7849
2015-03-07,Fashion,8820,418,137,121
2015-03-07,Food,5299,185,196,5917
2015-03-07,Fashion,1036,616,63,9658
2015-03-07,Family,1136,396,3,790
2015-03-07,Health,9088,380,79,1464
2015-03-07,Culture,1648,942,121,6627
2015-03-07,Health,2992,725,111,9094
2015-03-07,Travel,6373,237,91,8483
2015-03-07,Fitness,8484,930,2,2528
2015-03-07,Culture,1762,100,172,8160
2015-03-07,Culture,6606,700,137,88
2015-03-07,Fashion,8856,263,30,165
2015-03-07,Music,1533,232,191,9316
2015-03-07,Music,5723,101,121,8522
2015-03-07,Health,7292,651,52,4901
2015-03-08,Health,8110,644,156,1147
2015-03-08,Music,7074,607,23,6271
2015-03-08,Music,9389,834,131,8031
2015-03-08,Family,7138,113,56,2743
2015-03-08,Fashion,2680,708,95,2385
2015-03-08,Family,6881,90,124,3804
2015-03-08,Fitness,4004,303,147,9044
2015-03-08,Music,2059,562,82,3072
2015-03-08,Health,8548,135,185,8970
2015-03-08,Fashion,5073,644,124,5684
2015-03-08,Fitness,22,923,38,7936
2015-03-08,Food,2326,257,171,867
2015-03-08,Fashion,4717,281,53,8441
2015-03-08,Travel,5055,575,94,9389
2015-03-08,Music,1455,865,127,3127
2015-03-08,Food,2307,209,189,7945
2015-03-08,Health,57,638,48,2616
2015-03-08,Travel,9744,642,76,2067
2015-03-08,Music,1038,241,138,6227
2015-03-08,Music,5547,128,92,9718
2015-03-08,Travel,8078,613,38,659
2015-03-08,Fitness,6124,471,46,5791
2015-03-08,Travel,3029,22,189,1785
2015-03-08,Fashion,5241,519,179,9201
2015-03-08,Fashion,3788,592,185,2846
2015-03-08,Fashion,3041,877,75,4534
2015-03-08,Food,4838,879,117,2482
2015-03-08,Music,1182,133,170,2580
2015-03-09,Family,3756,399,14,4866
2015-03-09,Health,374,187,20,8289
2015-03-09,Culture,5332,612,150,3903
2015-03-09,Fashion,3032,172,18,5384
2015-03-09,Fashion,1622,969,112,7705
2015-03-09,Health,4484,588,58,2955
2015-03-09,Culture,390,599,58,3335
2015-03-09,Family,2152,738,24,7052
2015-03-09,Food,8842,986,36,483
2015-03-09,Health,5420,747,84,2834
2015-03-09,Family,5807,954,2,4011
2015-03-09,Family,2328,571,148,7430
2015-03-09,Food,8905,326,37,1732
2015-03-09,Travel,5806,354,22,1482
2015-03-09,Fashion,8693,141,151,2751
2015-03-09,Travel,3501,180,53,8793
2015-03-09,Family,8664,358,114,2580
2015-03-09,Health,2831,526,39,8190
2015-03-09,Fitness,1462,709,62,3316
2015-03-09,Food,8845,61,58,1567
2015-03-09,Music,1736,182,191,5893
2015-03-09,Fitness,3069,543,27,9365
2015-03-09,Fashion,5052,15,192,4942
2015-03-09,Travel,5161,336,102,5790
2015-03-09,Fitness,4717,609,188,4704
2015-03-09,Music,379,709,66,2395
2015-03-09,Family,7601,913,91,4826
2015-03-10,Fitness,4354,8,149,4365
2015-03-10,Family,686,711,116,2600
2015-03-10,Travel,9155,425,42,1042
2015-03-10,Health,405,190,134,2856
2015-03-10,Culture,6188,46,20,1665
2015-03-10,Culture,283,518,195,6770
2015-03-10,Music,8917,365,138,3187
2015-03-10,Music,796,672,147,255
2015-03-10,Music,9235,251,11,7529
2015-03-10,Fitness,9049,489,107,9926
2015-03-10,Fitness,3737,960,164,7392
2015-03-10,Family,8027,106,66,7292
2015-03-10,Fashion,2867,289,149,841
2015-03-10,Culture,4341,208,191,4167
2015-03-10,Family,9124,402,59,5685
2015-03-10,Fitness,470,796,94,6981
2015-03-10,Fitness,9356,870,162,5364
2015-03-10,Health,5683,246,105,7696
2015-03-10,Family,4957,511,166,5090
2015-03-10,Culture,6277,290,70,793
2015-03-10,Family,6930,653,139,8633
2015-03-10,Culture,6492,568,163,4643
2015-03-10,Music,5946,984,157,55
2015-03-10,Culture,9250,940,11,9816
2015-03-10,Fitness,1839,62,110,9718
2015-03-10,Fashion,6996,440,20,5715
2015-03-10,Fashion,2578,320,135,3454
2015-03-11,Food,8060,864,72,4994
2015-03-11,Family,4869,342,78,1403
2015-03-11,Family,3176,863,2,4321
2015-03-11,Fitness,3983,62,146,9254
2015-03-11,Culture,9941,932,49,9317
2015-03-11,Travel,9457,8,143,2165
2015-03-11,Fitness,3721,306,44,2292
2015-03-11,Food,1178,46,184,647
2015-03-11,Food,3235,735,56,7409
2015-03-11,Family,5346,734,170,5063
2015-03-11,Fashion,6958,380,24,9025
2015-03-11,Travel,4096,888,134,2453
2015-03-11,Travel,7277,642,38,5476
2015-03-11,Fitness,7964,57,120,648
2015-03-11,Health,2975,151,180,8208
2015-03-11,Family,2163,131,126,7241
2015-03-11,Travel,3512,266,101,5754
2015-03-11,Travel,9579,518,135,2954
2015-03-11,Travel,3137,14,152,687
2015-03-11,Family,3751,870,126,49
2015-03-11,Food,2222,451,70,8945
2015-03-11,Fitness,1204,931,51,7868
2015-03-11,Food,465,468,150,4813
2015-03-11,Health,2628,523,90,2495
2015-03-11,Family,2527,948,149,7024
2015-03-11,Family,483,217,185,204
2015-03-11,Family,2463,577,8,5772
2015-03-11,Travel,1557,73,165,4533
2015-03-12,Culture,7098,79,144,6435
2015-03-12,Culture,2312,627,70,6326
2015-03-12,Family,2068,290,80,5210
2015-03-12,Music,4671,434,75,4704
2015-03-12,Music,450,657,88,7560
2015-03-12,Culture,3013,719,16,6501
2015-03-12,Health,6651,674,165,1523
2015-03-12,Fashion,3499,886,173,6199
2015-03-12,Culture,6124,728,158,7551
2015-03-12,Food,865,626,99,7307
2015-03-12,Travel,1474,98,168,3558
2015-03-12,Culture,1548,569,192,3120
2015-03-12,Food,9368,918,177,9682
2015-03-12,Travel,1006,534,145,3100
2015-03-12,Music,8296,645,8,3284
2015-03-12,Music,7457,930,17,5816
2015-03-12,Health,8978,969,23,4954
2015-03-12,Fashion,9083,452,150,7389
2015-03-12,Culture,5565,545,128,1626
2015-03-12,Music,6536,566,115,1778
2015-03-12,Culture,7922,888,199,2988
2015-03-12,Music,2354,112,194,7888
2015-03-12,Family,4888,942,194,8130
2015-03-12,Fitness,1938,466,165,5222
2015-03-12,Culture,750,450,121,3056
2015-03-12,Fashion,7577,812,116,6313
2015-03-12,Health,7365,626,73,8332
2015-03-13,Fashion,5797,768,115,961
2015-03-13,Travel,1601,647,108,8635
2015-03-13,Music,6370,729,78,1932
2015-03-13,Culture,6475,70,99,3259
2015-03-13,Travel,538,426,26,9295
2015-03-13,Fitness,8445,639,153,1864
2015-03-13,Music,639,170,7,5485
2015-03-13,Family,2655,71,6,7707
2015-03-13,Fashion,5832,23,8,8831
2015-03-13,Culture,9919,49,160,5514
2015-03-13,Culture,2049,285,37,6974
2015-03-13,Family,8588,557,108,8510
2015-03-13,Fashion,1447,395,116,7224
2015-03-13,Food,3388,201,47,9858
2015-03-13,Music,1423,149,111,1776
2015-03-13,Travel,8753,226,156,467
2015-03-13,Fitness,5226,819,39,7973
2015-03-13,Music,1176,171,168,3517
2015-03-13,Family,6132,865,87,3789
2015-03-13,Culture,2259,462,59,9840
2015-03-13,Fitness,1712,780,23,7989
2015-03-13,Health,3263,951,132,6107
2015-03-13,Food,3585,925,186,5565
2015-03-13,Music,2623,965,65,3088
2015-03-13,Travel,5492,759,173,8386
2015-03-13,Culture,5704,284,141,8044
2015-03-13,Culture,2875,202,63,5751
2015-03-14,Family,4972,23,139,4731
2015-03-14,Culture,7483,399,56,9437
2015-03-14,Food,2909,948,58,2757
2015-03-14,Health,7405,450,34,355
2015-03-14,Fitness,4293,368,118,2769
2015-03-14,Travel,535,832,145,6078
2015-03-14,Travel,7116,892,149,6036
2015-03-14,Fitness,5048,410,149,5450
2015-03-14,Travel,2687,97,122,2324
2015-03-14,Health,8946,906,78,4581
2015-03-14,Music,7990,898,179,9268
2015-03-14,Culture,8334,731,100,9746
2015-03-14,Health,8884,831,178,6009
2015-03-14,Culture,5811,38,90,3772
2015-03-14,Family,4348,564,151,9607
2015-03-14,Music,3183,570,8,3435
2015-03-14,Fashion,3516,557,198,1024
2015-03-14,Music,3656,867,127,9020
2015-03-14,Fashion,5424,84,170,1602
2015-03-14,Fashion,4865,580,15,9456
2015-03-14,Family,1977,629,166,6655
2015-03-14,Travel,7282,598,11,9119
2015-03-14,Health,8424,636,165,8942
2015-03-14,Food,7290,201,92,3212
2015-03-14,Health,4807,531,162,8005
2015-03-14,Health,7205,453,115,2713
2015-03-14,Health,8662,147,52,9844
2015-03-14,Music,9989,466,109,7452
2015-03-15,Health,5505,355,156,8940
2015-03-15,Fitness,7689,848,190,2817
2015-03-15,Fashion,8428,579,32,5457
2015-03-15,Family,4465,620,20,7624
2015-03-15,Family,9608,18,69,4091
2015-03-15,Fashion,8356,156,117,4961
2015-03-15,Music,585,123,81,4479
2015-03-15,Family,1527,485,191,368
2015-03-15,Music,1106,0,165,3472
2015-03-15,Culture,4271,429,48,5441
2015-03-15,Health,9529,827,90,8897
2015-03-15,Family,387,9,69,4055
2015-03-15,Food,1204,412,178,8236
2015-03-15,Health,8634,198,117,4344
2015-03-15,Culture,415,242,77,6430
2015-03-15,Culture,7570,979,175,9013
2015-03-15,Music,3592,452,93,8646
2015-03-15,Fitness,5510,844,111,5953
2015-03-15,Fitness,1414,682,124,7403
2015-03-15,Food,7734,846,48,6961
2015-03-15,Fitness,7282,557,33,8124
2015-03-15,Fitness,5174,950,9,8436
2015-03-15,Health,66,301,139,6379
2015-03-15,Health,533,287,6,5610
2015-03-15,Travel,6229,25,135,8165
2015-03-15,Music,653,750,59,1281
2015-03-15,Fitness,4372,151,164,269
2015-03-16,Fashion,6854,376,43,8435
2015-03-16,Family,3666,254,25,1577
2015-03-16,Culture,8298,179,115,8486
2015-03-16,Travel,8614,161,57,180
2015-03-16,Travel,4871,462,150,3451
2015-03-16,Family,6924,818,89,4856
2015-03-16,Health,5732,265,11,6617
2015-03-16,Fashion,6399,993,198,5952
2015-03-16,Culture,3397,978,61,5901
